Time Bucket,1-Mains_A,2-Mains_B,4-Lights-Sala,5-Other-pend,6-Kitchen-Cocina adentro,7-Room/Multi-use Circuit-Recamara JD,8-Kitchen-Cocina afuera,9-Room/Multi-use Circuit-pend,10-Air Conditioner-Aire Rec Principal,4-Lights-Luz Sala Comedor,5-Air Conditioner-Split Rec 1,6-Lights-Luz Toma Rec2,7-Air Conditioner-Split Rec2,8-Lights-Luz Toma Rec3,9-Air Conditioner-Split Rec3,10-Lights-Closet baño Rec Pr,12-Lights-Luz y Toma Sala,13-Lights-Luz  Lav y Dect Humo,14-Lights-Lav y Cto Emp,15-Kitchen-Toma Cocina,16-Fridge/Freezer-Refrigerador
2023-02-20,2.9503041076135634,1.6766923747709064,0.243284212760263,0.2447940475707584,0.7380220047050051,0.8887966441361108,1.022504983218908,1.4249250536627238,2.92485343085395e-06,,,,,,,,,,,,
2023-02-21,7.321102867852847,5.970198539330164,3.794737980459266,0.2343524602164162,1.0368947832176418,4.865982092336548,1.016785522591008,2.308807690811556,1.8189006116655137e-05,,,,,,,,,,,,
2023-02-22,9.888270237808229,15.17610340856764,4.276323100617197,0.2435860951766703,3.536779192739593,10.263089424756366,1.028551128487852,3.129558772467905,2.5816735553256667,,,,,,,,,,,,
2023-02-23,8.273707090899151,23.380180167986563,3.059541030287743,0.2523371532497141,3.4302396064318548,18.15339262728797,1.0784435864422055,2.137035997673141,2.7097441341792208,,,,,,,,,,,,
2023-02-24,11.914508099755182,19.385274140493603,3.832029782495896,0.2398588143918249,4.524496591378318,11.097020368213656,1.0275020000845858,3.2558184548935616,3.570860078377193,,,,,,,,,,,,
2023-02-25,11.166874100356631,11.580112516560025,4.819978038464255,0.2506818677563137,2.327343644855817,7.116448558245765,1.0063503452828195,3.1601054782797235,2.977431087560124,,,,,,,,,,,,
2023-02-26,12.506798243645562,15.016166084535389,5.378559913836055,0.3242612336680624,2.7037313381131485,9.55150965334574,1.0724398151858647,3.205566629141702,3.2588411165255966,,,,,,,,,,,,
2023-02-27,9.994017576213412,15.696764119006264,3.050498595436282,0.2666971252181795,3.683044290966458,9.670282800108591,1.1964050027304225,3.3026998169742687,2.8101167422297264,,,,,,,,,,,,
2023-02-28,10.048486175590089,18.827642531077064,2.1868060943547887,0.2644109688807858,2.9310921589183807,12.395645371553636,1.170123355175654,3.1090218654451105,3.5020326418484578,,,,,,,,,,,,
2023-03-01,11.529565399216546,20.170486629223294,2.877134144005776,0.1565363662046856,3.693066906454828,12.157910464454226,1.229697616947757,3.1881307755011976,4.939602320098081,,,,,,,,,,,,
2023-03-02,9.850609933079612,19.488438940145706,2.3050234178520568,0.2212855055366622,3.997017988638349,12.380286955611972,1.2295287288701535,3.191922211754719,3.1558652170925665,,,,,,,,,,,,
2023-03-03,9.90519497104221,18.481656360833917,2.082742187441985,0.1904738950219419,3.8430617481883376,11.016734940185543,1.049121692606608,3.1538948643532065,3.1008957808301183,,,,,,,,,,,,
2023-03-04,12.45121484641499,16.854941799579194,5.196108526312246,0.3012149212177595,2.967638885871569,10.55669531964408,1.0145725726623005,2.8194016644289763,4.151042868085969,,,,,,,,,,,,
2023-03-05,10.274976168761786,13.82623122921414,3.628097021877104,0.2661699901028475,3.79748401383506,7.629198520268335,1.0487137298181324,3.1137483015359773,3.4284977903975387,,,,,,,,,,,,
2023-03-06,9.497495529096392,18.87628122396681,2.3482608744157685,0.2532958360482586,3.554637136617236,12.525753695434997,1.045163506799009,3.172332417085568,2.4735940646682844,,,,,,,,,,,,
2023-03-07,6.397907925032246,13.725457025729288,0.8983826842514675,0.2103230964769257,2.543627400540776,8.905733289142187,0.912672023589876,2.1751281753869853,2.5102031407809253,,,,,,,,,,,,
2023-03-08,7.977290402826466,16.34348493473477,2.4892991039162213,0.1867306712061829,3.476324840253194,10.168223941235016,0.9847323754753008,1.7382298222978911,2.7262320595426037,,,,,,,,,,,,
2023-03-09,7.066655302569335,16.67594171833886,1.5288665128164822,0.1919311309330993,3.309955084887611,10.70039156590144,1.0075118067729474,1.7210917463241682,3.116020701486799,,,,,,,,,,,,
2023-03-10,7.563647581511338,17.131063434944146,1.8875303963681065,0.2422796463726626,3.263162887883716,11.179489275418389,0.994074126918316,1.8158972658822272,2.877700401432514,,,,,,,,,,,,
2023-03-11,10.678842283971576,10.958403021672565,4.033535694928567,0.2213719865747293,2.898171009043058,5.005155507172479,0.998261799661716,2.561024567671616,4.4914899830688375,,,,,,,,,,,,
2023-03-12,12.737231927319632,12.039132332424588,4.080584000804822,0.3306563166444831,2.7337426630051933,5.025111079775492,1.2590049711128075,3.058365063371393,5.402345941622258,,,,,,,,,,,,
2023-03-13,8.557445531073673,14.6808720803282,2.4682350093498497,0.2149407365938027,2.8103759890757662,9.3829212519349,1.577040572377841,1.9961292868257896,3.2757576353282403,,,,,,,,,,,,
2023-03-14,9.816474973403349,16.463972447310553,2.3084867522977457,0.2428068409245544,3.0313159555509355,9.719391200894252,1.0670194759876197,2.6224076633875906,4.984082662345038,,,,,,,,,,,,
2023-03-15,10.015344953115251,15.109247270115748,2.8411267538381946,0.2366149455041355,3.3222759140555054,8.987073630801307,1.0329881116856467,3.261227056585419,2.983728895760642,,,,,,,,,,,,
2023-03-16,8.586268605255551,14.29393844164954,1.80308676375654,0.2509717275648647,3.0585372694079087,8.796842164022658,1.012120770329369,3.1898804354353745,3.383192427386178,,,,,,,,,,,,
2023-03-17,10.146108524035348,15.718242610316803,2.483867526284059,0.2550978957168262,2.826061362197664,9.27469482709355,1.0171355672815112,2.9485718090061352,5.91974740595579,,,,,,,,,,,,
2023-03-18,13.146769193647176,18.504659627435476,5.53407474623084,0.1437488831488292,3.1249975435161588,11.834718341467113,1.06244964208391,3.103840080367591,4.927032561843395,,,,,,,,,,,,
2023-03-19,11.419097082941269,12.000082453549703,3.910165466234154,0.2057707733783457,3.239036504592366,5.491680803616841,1.0159737356200482,3.2550794682620627,4.050952166535589,,,,,,,,,,,,
2023-03-20,10.597370755793252,17.040211094576513,3.4511744937843742,0.1193398626289102,3.404286544940206,10.735871384692722,1.0496983998454943,3.2666988759970668,3.707131973063416,,,,,,,,,,,,
2023-03-21,10.836045344429015,17.00516852522956,2.494369144024584,0.2439784289683235,2.7471373374096544,10.38412307381524,1.0322539567049345,3.27190499036789,4.460147863988347,,,,,,,,,,,,
2023-03-22,9.650357241774666,16.896033060136368,2.5154909536692838,0.2225980909420384,2.7829448755147723,11.5149126004325,1.0546137939686246,3.231274146881633,3.1009154344802434,,,,,,,,,,,,
2023-03-23,8.07991354749044,12.100098118305208,1.347561305690739,0.2720434574896759,2.8353422635528776,7.075111784651013,1.0580827744913102,3.199681844613817,3.078304181644917,,,,,,,,,,,,
